BudgetID,Financial_Year,PeriodKey,SegmentID,StandardItemID,FundID,CostCentreID,ProjectID,DetailedItemID,VoteID,Budget_Amount,Adjusted_Amount,Forecast_Amount,Budget_Version,Approval_Date
710,2025,202409,2,2,1,39,,1,5,2252,1248,3294,1,7/1/2024
711,2025,202409,3,8,2,30,,8,3,35730,31211,32876,1,7/1/2024
712,2025,202408,2,8,3,17,,3,4,18695,24699,44346,1,7/1/2024
713,2025,202408,3,7,4,1,,2,3,28947,42166,10485,1,7/1/2024
714,2025,202409,2,7,4,18,,1,3,41526,36599,35727,1,7/1/2024
715,2025,202407,2,6,2,6,,6,5,39305,46340,32831,1,7/1/2024
716,2025,202409,1,6,2,6,,7,4,21821,18540,47425,1,7/1/2024
717,2025,202408,5,8,2,31,,6,2,13147,31092,38461,1,7/1/2024
718,2025,202407,2,8,2,24,,2,1,46844,22854,43912,1,7/1/2024
719,2025,202408,1,4,2,36,,5,4,4432,3829,2351,1,7/1/2024
720,2025,202408,1,1,1,30,,8,1,4869,3738,4745,1,7/1/2024
721,2025,202407,3,7,1,24,,6,2,11341,44623,32467,1,7/1/2024
722,2025,202409,5,8,3,26,,5,3,45214,19564,49774,1,7/1/2024
723,2025,202409,4,6,1,19,,6,3,15051,36797,32482,1,7/1/2024
724,2025,202408,3,4,3,38,,8,4,1846,3132,3031,1,7/1/2024
725,2025,202408,1,5,3,32,,2,5,25736,37109,39071,1,7/1/2024
726,2025,202409,2,7,3,9,,3,3,37379,49625,47970,1,7/1/2024
727,2025,202408,1,4,2,15,,2,4,1595,4868,2867,1,7/1/2024
728,2025,202407,1,3,1,34,,8,2,4028,2076,1300,1,7/1/2024
729,2025,202408,2,3,3,30,,6,2,2988,4154,4145,1,7/1/2024
730,2025,202407,1,6,3,34,,8,3,44395,43439,10267,1,7/1/2024
731,2025,202409,3,6,4,14,,2,1,29261,27066,37866,1,7/1/2024
732,2025,202409,1,6,1,22,,2,1,28589,44177,19671,1,7/1/2024
733,2025,202407,2,3,3,13,,4,4,1235,3446,4030,1,7/1/2024
734,2025,202408,3,2,3,18,,8,2,4198,1467,4366,1,7/1/2024
735,2025,202409,3,2,1,34,,5,1,3176,3784,4654,1,7/1/2024
736,2025,202409,4,4,4,10,,4,1,1892,2118,1438,1,7/1/2024
737,2025,202407,5,4,2,27,,1,5,1790,4371,4935,1,7/1/2024
738,2025,202408,3,7,2,9,,2,3,20542,21174,32478,1,7/1/2024
739,2025,202408,4,7,4,7,,6,2,10478,42431,32939,1,7/1/2024
740,2025,202407,1,7,2,18,,7,2,13595,20201,35121,1,7/1/2024
741,2025,202407,4,6,1,12,,2,2,12384,49868,19769,1,7/1/2024
742,2025,202407,3,3,4,18,,8,2,2036,4761,3607,1,7/1/2024
743,2025,202408,3,8,2,3,,3,3,33278,33413,21849,1,7/1/2024
744,2025,202408,3,1,1,15,,1,4,1246,2009,2943,1,7/1/2024
745,2025,202408,4,3,2,30,,7,1,3913,4591,2619,1,7/1/2024
746,2025,202407,5,2,2,12,,4,2,3742,4143,1556,1,7/1/2024
747,2025,202409,5,4,3,9,,8,5,3492,3931,3564,1,7/1/2024
748,2025,202408,4,3,2,6,,8,1,4390,2752,4609,1,7/1/2024
749,2025,202408,2,1,4,32,,1,2,3505,4563,3909,1,7/1/2024
750,2025,202409,3,5,2,26,,7,4,44772,43694,16121,1,7/1/2024
751,2025,202408,3,4,4,22,,6,4,1298,4166,3596,1,7/1/2024
752,2025,202407,1,6,3,11,,6,5,25706,42969,25554,1,7/1/2024
753,2025,202408,1,6,3,8,,1,1,45395,22261,21888,1,7/1/2024
754,2025,202407,3,7,3,36,,7,2,15892,18974,23771,1,7/1/2024
755,2025,202409,4,5,4,31,,3,3,21268,13908,19002,1,7/1/2024
756,2025,202409,3,8,3,32,,6,2,20290,37861,30984,1,7/1/2024
757,2025,202408,1,2,4,4,,4,1,4762,1376,3319,1,7/1/2024
758,2025,202409,5,7,1,31,,6,5,21194,47905,11555,1,7/1/2024
759,2025,202409,3,6,3,28,,8,1,40429,14358,30004,1,7/1/2024
760,2025,202407,5,8,4,11,,6,1,30844,16863,11151,1,7/1/2024
761,2025,202409,3,5,4,32,,4,5,18566,23041,30058,1,7/1/2024
762,2025,202408,4,2,4,32,,1,1,4310,3842,3913,1,7/1/2024
763,2025,202409,2,4,1,26,,6,3,2694,3842,3597,1,7/1/2024
764,2025,202409,3,2,3,31,,5,1,1180,3442,1796,1,7/1/2024
765,2025,202407,4,8,3,39,,2,4,38355,13897,36553,1,7/1/2024
766,2025,202408,3,6,4,2,,3,5,42150,29850,33075,1,7/1/2024
767,2025,202408,2,4,2,14,,2,5,4933,2537,2465,1,7/1/2024
768,2025,202407,3,1,1,25,,8,1,4469,2904,1030,1,7/1/2024
769,2025,202407,3,1,1,34,,3,3,1501,3509,3462,1,7/1/2024
770,2025,202408,5,5,2,36,,7,2,45033,48385,33513,1,7/1/2024
771,2025,202408,5,4,2,39,,7,5,4320,2574,1758,1,7/1/2024
772,2025,202407,3,6,2,29,,2,4,33419,32261,10574,1,7/1/2024
773,2025,202409,5,5,2,8,,5,3,19206,10277,22660,1,7/1/2024
774,2025,202409,5,5,4,29,,5,3,14017,20808,10553,1,7/1/2024
775,2025,202409,4,2,4,23,,3,1,1844,4238,3534,1,7/1/2024
776,2025,202407,3,4,2,36,,7,5,4199,3084,1399,1,7/1/2024
777,2025,202409,4,3,1,23,,5,4,3520,1857,1510,1,7/1/2024
778,2025,202407,1,8,3,9,,7,5,19946,12470,37037,1,7/1/2024
779,2025,202408,4,2,2,12,,1,4,2008,1296,1723,1,7/1/2024
780,2025,202407,4,2,1,36,,2,1,3908,2195,1139,1,7/1/2024
781,2025,202409,1,7,2,8,,3,1,34467,18309,28084,1,7/1/2024
782,2025,202409,4,6,4,19,,7,3,25314,37626,40621,1,7/1/2024
783,2025,202407,3,2,2,15,,6,1,1179,1114,1716,1,7/1/2024
784,2025,202408,3,3,4,9,,2,1,3407,2445,2432,1,7/1/2024
785,2025,202408,2,5,1,37,,2,3,28841,49247,15280,1,7/1/2024
786,2025,202407,3,4,4,17,,7,4,1553,3088,4823,1,7/1/2024
787,2025,202408,4,4,1,39,,2,4,2577,3106,4560,1,7/1/2024
788,2025,202407,5,8,1,15,,8,2,42313,34106,32114,1,7/1/2024
789,2025,202407,3,7,1,1,,2,2,44701,13916,31616,1,7/1/2024
790,2025,202408,1,7,4,6,,2,5,44847,10739,39100,1,7/1/2024
791,2025,202409,4,5,2,25,,1,4,49367,45413,16738,1,7/1/2024
792,2025,202409,2,2,2,7,,4,4,3016,2623,3768,1,7/1/2024
793,2025,202408,2,8,1,22,,3,1,38725,39902,42697,1,7/1/2024
794,2025,202409,2,4,1,17,,5,3,2817,1173,4299,1,7/1/2024
795,2025,202407,4,3,1,33,,8,1,1077,4584,4286,1,7/1/2024
796,2025,202408,3,1,2,5,,2,5,4798,4050,1355,1,7/1/2024
797,2025,202407,4,7,3,14,,7,3,16423,27393,31203,1,7/1/2024
798,2025,202408,5,3,4,17,,3,2,3537,4744,1762,1,7/1/2024
799,2025,202408,1,1,3,13,,2,3,1057,1816,4341,1,7/1/2024
800,2025,202408,5,8,3,36,,8,2,37186,23002,24808,1,7/1/2024
801,2025,202409,4,6,4,38,,3,1,25025,35904,10849,1,7/1/2024
802,2025,202409,3,5,1,33,,4,3,14063,46992,43762,1,7/1/2024
803,2025,202407,5,8,4,35,,3,4,21875,24851,29035,1,7/1/2024
804,2025,202408,5,7,2,21,,6,4,34227,20000,19543,1,7/1/2024
805,2025,202408,1,2,4,36,,6,1,2302,2021,4921,1,7/1/2024
806,2025,202409,2,8,4,2,,1,5,15270,36606,29981,1,7/1/2024
807,2025,202408,4,3,1,17,,8,4,2619,1166,3720,1,7/1/2024
808,2025,202409,4,4,2,2,,4,5,2252,3671,1673,1,7/1/2024
809,2025,202408,3,7,4,2,,8,1,26676,15023,29639,1,7/1/2024
810,2025,202409,2,4,4,8,,8,2,1431,1596,4870,1,7/1/2024
811,2025,202409,5,4,2,37,,1,4,3965,1370,1406,1,7/1/2024
812,2025,202409,3,8,3,34,,2,2,16080,30969,39920,1,7/1/2024
813,2025,202408,2,6,3,39,,3,2,17748,21043,40182,1,7/1/2024
814,2025,202408,2,7,2,2,,4,2,15168,11149,32279,1,7/1/2024
815,2025,202407,3,6,2,32,,8,3,18176,31747,41302,1,7/1/2024
816,2025,202409,5,3,4,1,,1,4,1962,1612,2634,1,7/1/2024
817,2025,202409,4,2,2,9,,7,5,2995,3563,2596,1,7/1/2024
818,2025,202407,4,1,2,3,,2,4,3419,3718,4155,1,7/1/2024
819,2025,202407,1,6,4,28,,4,1,10934,49857,29502,1,7/1/2024
820,2025,202407,2,3,1,14,,3,1,3042,4188,1808,1,7/1/2024
821,2025,202408,3,5,2,18,,2,3,18999,31356,43535,1,7/1/2024
822,2025,202409,5,8,4,4,,7,5,33650,18084,46571,1,7/1/2024
823,2025,202409,2,3,2,35,,7,5,1049,4179,1865,1,7/1/2024
824,2025,202408,2,1,3,21,,4,5,1360,1122,4882,1,7/1/2024
825,2025,202407,3,6,1,17,,3,1,45758,28138,35865,1,7/1/2024
826,2025,202407,5,1,1,8,,1,3,2926,1921,4557,1,7/1/2024
827,2025,202408,1,5,1,12,,3,1,21976,19947,18358,1,7/1/2024
828,2025,202407,1,8,1,3,,8,4,27932,49525,43001,1,7/1/2024
829,2025,202408,5,4,4,3,,6,4,4429,4943,2960,1,7/1/2024
830,2025,202409,3,8,1,25,,8,3,36334,47916,16241,1,7/1/2024
831,2025,202407,1,7,1,34,,8,3,14853,43632,27546,1,7/1/2024
832,2025,202408,1,4,4,11,,4,1,4266,1361,1031,1,7/1/2024
833,2025,202409,1,6,3,30,,8,5,36285,12542,35360,1,7/1/2024
834,2025,202409,3,3,1,36,,2,5,1861,3543,4625,1,7/1/2024
835,2025,202408,5,2,1,30,,7,2,1182,3580,2627,1,7/1/2024
836,2025,202408,4,1,3,14,,5,1,3546,1804,1479,1,7/1/2024
837,2025,202408,1,6,1,7,,6,5,11477,49315,41807,1,7/1/2024
838,2025,202408,2,2,1,18,,2,2,4880,2959,1122,1,7/1/2024
839,2025,202409,2,3,3,16,,2,2,4973,1710,4070,1,7/1/2024
840,2025,202407,4,2,3,15,,1,5,1774,2374,4946,1,7/1/2024
841,2025,202408,2,5,3,36,,3,4,38470,25924,29186,1,7/1/2024
842,2025,202408,5,6,3,6,,5,5,48225,35376,32532,1,7/1/2024
843,2025,202407,3,7,3,3,,4,2,13635,13601,30640,1,7/1/2024
844,2025,202409,4,3,1,8,,8,5,1751,2681,1583,1,7/1/2024
845,2025,202408,2,8,4,40,,2,3,16748,10693,40922,1,7/1/2024
846,2025,202409,1,1,4,37,,4,3,2237,1970,1279,1,7/1/2024
847,2025,202409,1,5,2,1,,6,1,32817,14672,46355,1,7/1/2024
848,2025,202409,1,4,4,39,,6,5,1969,3541,4146,1,7/1/2024
849,2025,202407,2,6,2,26,,6,3,15548,42312,28955,1,7/1/2024
850,2025,202408,5,7,2,10,,5,4,18050,37986,24668,1,7/1/2024
851,2025,202407,2,6,1,6,,6,4,10034,37892,22795,1,7/1/2024
852,2025,202407,2,2,1,33,,4,2,4328,4471,4059,1,7/1/2024
853,2025,202408,2,4,2,38,,8,5,1611,1116,1858,1,7/1/2024
854,2025,202409,3,7,3,12,,5,2,46115,46476,22851,1,7/1/2024
855,2025,202409,5,6,2,21,,6,4,34444,27645,17156,1,7/1/2024
856,2025,202408,3,8,1,23,,3,3,16442,29983,15570,1,7/1/2024
857,2025,202408,4,5,3,40,,2,3,41248,28897,46685,1,7/1/2024
858,2025,202407,1,5,1,3,,7,1,11355,35557,43440,1,7/1/2024
859,2025,202408,4,5,2,26,,5,3,38904,25354,11532,1,7/1/2024
860,2025,202407,3,8,1,16,,2,4,41952,33548,19961,1,7/1/2024
861,2025,202408,1,1,1,9,,5,4,2831,1623,4978,1,7/1/2024
862,2025,202407,4,7,2,6,,2,4,15937,23246,16696,1,7/1/2024
863,2025,202409,4,8,1,7,,3,4,37309,28074,18922,1,7/1/2024
864,2025,202407,5,1,2,2,,3,1,2732,3489,2412,1,7/1/2024
865,2025,202407,4,2,4,21,,7,2,4199,3980,2843,1,7/1/2024
866,2025,202409,5,1,2,11,,3,5,1526,2216,2777,1,7/1/2024
867,2025,202407,1,2,4,1,,2,2,2366,1052,3803,1,7/1/2024
868,2025,202408,1,6,2,19,,4,2,36438,13545,10823,1,7/1/2024
869,2025,202409,4,7,4,28,,7,4,48235,26911,42462,1,7/1/2024
870,2025,202408,1,6,2,24,,1,2,41454,49546,36328,1,7/1/2024
871,2025,202409,5,6,1,6,,5,5,47115,44117,48740,1,7/1/2024
872,2025,202407,3,2,1,18,,7,5,3987,1822,1714,1,7/1/2024
873,2025,202409,2,8,4,4,,3,4,49089,36618,23837,1,7/1/2024
874,2025,202408,4,6,3,27,,8,2,39065,42900,31199,1,7/1/2024
875,2025,202408,3,3,2,8,,8,1,1742,3351,1111,1,7/1/2024
876,2025,202407,4,6,4,11,,8,1,25377,40037,39986,1,7/1/2024
877,2025,202409,3,3,1,11,,7,2,4281,3070,4840,1,7/1/2024
878,2025,202409,5,5,2,14,,5,2,44826,20595,35438,1,7/1/2024
879,2025,202409,3,3,3,13,,1,1,1749,1945,1630,1,7/1/2024
880,2025,202407,2,3,2,38,,4,4,4985,1209,4438,1,7/1/2024
881,2025,202408,1,8,1,34,,5,1,36228,12461,45933,1,7/1/2024
882,2025,202409,1,8,3,25,,5,4,30526,31068,34577,1,7/1/2024
883,2025,202408,5,2,1,32,,3,5,1813,2005,2043,1,7/1/2024
884,2025,202409,3,5,3,6,,6,4,18073,16226,27940,1,7/1/2024
885,2025,202409,1,5,4,8,,7,2,32412,30749,28345,1,7/1/2024
886,2025,202409,1,6,3,37,,5,5,45155,43522,41817,1,7/1/2024
887,2025,202408,3,6,2,33,,5,1,23946,42648,28885,1,7/1/2024
888,2025,202407,2,1,2,2,,6,3,3714,2476,3356,1,7/1/2024
889,2025,202409,4,4,2,29,,8,3,3053,3181,4533,1,7/1/2024
890,2025,202407,2,8,2,3,,2,1,26688,23416,30175,1,7/1/2024
891,2025,202409,5,2,4,25,,4,3,3597,3355,1872,1,7/1/2024
892,2025,202409,4,1,4,25,,7,3,4919,3033,2623,1,7/1/2024
893,2025,202407,4,8,4,36,,1,5,43591,22646,16250,1,7/1/2024
894,2025,202407,1,1,1,5,,1,2,2342,2049,4344,1,7/1/2024
895,2025,202408,5,3,2,11,,3,1,1271,1185,4406,1,7/1/2024
896,2025,202407,3,8,1,23,,4,2,34814,26229,17031,1,7/1/2024
897,2025,202409,2,3,1,16,,4,5,4740,4836,2825,1,7/1/2024
898,2025,202407,5,7,4,9,,1,3,27215,14277,43942,1,7/1/2024
899,2025,202409,4,2,2,12,,8,1,3461,3502,3118,1,7/1/2024
900,2025,202408,4,4,4,25,,3,2,3006,3491,4945,1,7/1/2024
901,2025,202407,1,3,4,11,,7,2,1973,4550,4970,1,7/1/2024
902,2025,202408,1,6,2,1,,5,4,19549,43920,44553,1,7/1/2024
903,2025,202409,4,4,3,28,,2,4,2681,4676,2006,1,7/1/2024
904,2025,202408,5,8,1,20,,4,2,39777,35442,27005,1,7/1/2024
905,2025,202407,2,8,3,18,,5,4,27906,13003,43409,1,7/1/2024
906,2025,202407,5,8,3,20,,8,3,30695,43947,18761,1,7/1/2024
907,2025,202409,5,1,2,28,,2,2,3409,2794,2245,1,7/1/2024
908,2025,202409,5,4,2,23,,5,5,1608,2241,2145,1,7/1/2024
909,2025,202409,2,7,3,9,,4,3,35519,44905,37773,1,7/1/2024
910,2025,202409,5,5,1,38,,3,3,12446,22358,16059,1,7/1/2024
911,2025,202409,2,1,1,7,,6,1,1139,2726,1103,1,7/1/2024
912,2025,202407,5,3,3,30,,3,2,3536,1433,2479,1,7/1/2024
913,2025,202409,2,1,2,22,,4,1,2123,2199,3700,1,7/1/2024
914,2025,202408,4,2,4,6,,4,4,1486,1591,1850,1,7/1/2024
915,2025,202407,2,8,2,32,,3,3,43301,12261,17366,1,7/1/2024
916,2025,202408,1,7,4,26,,7,5,35888,40911,35388,1,7/1/2024
917,2025,202407,1,7,2,24,,1,3,31586,43510,35393,1,7/1/2024
918,2025,202408,1,6,2,18,,3,4,37131,43147,45531,1,7/1/2024
919,2025,202407,5,8,1,38,,1,2,27037,16156,24340,1,7/1/2024
920,2025,202408,2,8,4,10,,1,1,14299,31155,20315,1,7/1/2024
921,2025,202409,1,4,4,18,,4,2,3214,1256,3771,1,7/1/2024
922,2025,202409,2,6,3,31,,1,3,20875,39484,40704,1,7/1/2024
923,2025,202407,2,3,1,19,,8,4,2267,3841,2476,1,7/1/2024
924,2025,202408,4,3,2,23,,4,2,4759,4251,1274,1,7/1/2024
925,2025,202408,1,1,1,16,,4,2,2045,1006,1662,1,7/1/2024
926,2025,202408,1,4,2,30,,3,1,2051,2809,1147,1,7/1/2024
927,2025,202407,3,5,3,27,,2,4,28521,37880,33587,1,7/1/2024
928,2025,202407,4,6,3,9,,5,5,10178,26597,25226,1,7/1/2024
929,2025,202408,1,7,4,4,,4,2,26409,26001,15619,1,7/1/2024
930,2025,202407,3,1,2,28,,6,1,4114,4211,4314,1,7/1/2024
931,2025,202407,2,8,4,2,,2,3,14277,30694,46101,1,7/1/2024
932,2025,202407,3,3,2,1,,8,5,1221,3710,2799,1,7/1/2024
933,2025,202409,1,1,3,23,,6,2,4751,4116,4995,1,7/1/2024
934,2025,202407,1,1,4,15,,8,4,1229,4559,4450,1,7/1/2024
935,2025,202408,4,5,2,37,,3,4,44252,49219,18553,1,7/1/2024
936,2025,202408,1,8,2,26,,4,1,19246,33497,30353,1,7/1/2024
937,2025,202409,4,5,1,35,,7,5,41174,37825,46357,1,7/1/2024
938,2025,202407,5,2,1,5,,8,3,3623,3311,4916,1,7/1/2024
939,2025,202409,1,4,1,14,,3,4,2092,1809,2573,1,7/1/2024
940,2025,202409,2,3,4,36,,1,4,3272,3983,4992,1,7/1/2024
941,2025,202409,4,2,3,6,,2,4,4427,3063,4030,1,7/1/2024
942,2025,202409,1,5,4,12,,2,3,31128,39615,19633,1,7/1/2024
943,2025,202409,2,7,3,38,,5,5,26603,23729,17022,1,7/1/2024
944,2025,202408,3,3,3,15,,3,5,1485,3697,3604,1,7/1/2024
945,2025,202408,4,5,1,35,,1,3,49117,49714,15777,1,7/1/2024
946,2025,202407,1,2,1,2,,5,2,2446,2231,4927,1,7/1/2024
947,2025,202407,4,7,4,34,,4,5,12644,28072,39750,1,7/1/2024
948,2025,202407,4,3,4,24,,7,5,3468,2079,3343,1,7/1/2024
949,2025,202409,2,1,1,20,,4,2,2977,4017,2354,1,7/1/2024
950,2025,202407,1,3,2,4,,2,5,1301,2196,4761,1,7/1/2024
951,2025,202408,3,4,1,35,,3,1,2914,1353,4436,1,7/1/2024
952,2025,202409,2,7,1,30,,6,5,22973,47299,38923,1,7/1/2024
953,2025,202408,5,3,3,26,,4,3,1984,1365,3587,1,7/1/2024
954,2025,202408,5,3,1,12,,4,4,2130,1367,2001,1,7/1/2024
955,2025,202409,5,7,2,9,,3,3,30631,14484,27835,1,7/1/2024
956,2025,202409,3,4,4,6,,7,5,4889,2117,4881,1,7/1/2024
957,2025,202408,2,7,3,21,,6,4,37377,38429,32024,1,7/1/2024
958,2025,202409,3,2,4,26,,4,4,4930,2340,1366,1,7/1/2024
959,2025,202407,2,2,2,39,,7,3,2162,1122,1526,1,7/1/2024
960,2025,202408,5,7,4,27,,2,2,42824,30125,44936,1,7/1/2024
961,2025,202407,1,7,3,13,,4,5,16303,33117,48328,1,7/1/2024
962,2025,202407,4,5,3,26,,1,1,17715,18390,31774,1,7/1/2024
963,2025,202407,4,1,1,27,,2,4,1522,4146,1172,1,7/1/2024
964,2025,202407,5,5,1,29,,5,1,22077,16629,19947,1,7/1/2024
965,2025,202408,1,2,3,28,,7,4,2042,1693,4159,1,7/1/2024
966,2025,202407,3,4,2,19,,1,5,3469,2356,1821,1,7/1/2024
967,2025,202407,2,3,4,37,,1,4,1589,3671,1370,1,7/1/2024
968,2025,202408,5,4,3,17,,2,5,2843,1242,2097,1,7/1/2024
969,2025,202409,5,4,1,14,,1,3,1434,3479,3296,1,7/1/2024
970,2025,202409,4,7,3,34,,7,3,17703,20016,33767,1,7/1/2024
971,2025,202407,1,7,4,27,,4,5,18669,19792,16799,1,7/1/2024
972,2025,202408,5,2,1,23,,6,2,1623,3302,1855,1,7/1/2024
973,2025,202408,4,2,4,17,,2,5,3523,1365,1263,1,7/1/2024
974,2025,202409,5,6,2,31,,1,3,13512,34780,23115,1,7/1/2024
975,2025,202409,1,2,1,2,,2,5,4641,2952,3832,1,7/1/2024
976,2025,202409,3,6,3,28,,1,4,20095,36198,23466,1,7/1/2024
977,2025,202408,1,7,4,10,,5,3,26055,21270,46676,1,7/1/2024
978,2025,202408,3,6,1,30,,1,4,23284,33203,17119,1,7/1/2024
979,2025,202408,2,7,1,15,,1,5,47345,29005,38914,1,7/1/2024
980,2025,202407,5,1,1,38,,8,5,2148,4412,1102,1,7/1/2024
981,2025,202408,1,7,4,17,,8,5,38068,46190,15396,1,7/1/2024
982,2025,202409,5,3,1,11,,5,2,3424,4333,1616,1,7/1/2024
983,2025,202408,4,1,3,38,,3,4,1446,2002,1868,1,7/1/2024
984,2025,202407,5,6,4,11,,5,2,31239,11438,27779,1,7/1/2024
985,2025,202407,3,3,1,31,,3,2,1931,4993,4172,1,7/1/2024
986,2025,202407,3,2,2,15,,6,3,4633,4127,2284,1,7/1/2024
987,2025,202409,2,8,4,13,,7,5,21732,38724,40445,1,7/1/2024
988,2025,202408,1,6,2,18,,7,5,32516,24269,28331,1,7/1/2024
989,2025,202407,1,4,2,3,,8,3,2789,1701,1958,1,7/1/2024
990,2025,202409,5,3,1,38,,7,1,1356,4203,1092,1,7/1/2024
991,2025,202407,1,8,3,28,,4,4,12272,26971,12144,1,7/1/2024
992,2025,202408,4,6,1,36,,4,2,26653,19355,27903,1,7/1/2024
993,2025,202407,5,5,2,3,,2,3,11382,47547,20199,1,7/1/2024
994,2025,202407,5,6,1,16,,5,2,15062,35694,46384,1,7/1/2024
995,2025,202407,4,5,2,15,,7,1,23221,19338,43044,1,7/1/2024
996,2025,202407,3,1,3,31,,8,1,4459,4848,2598,1,7/1/2024
997,2025,202408,4,5,3,19,,3,3,18944,25125,21789,1,7/1/2024
998,2025,202408,2,5,4,22,,4,3,13258,48235,28625,1,7/1/2024
999,2025,202407,5,8,2,22,,2,3,35349,47871,19347,1,7/1/2024
1000,2025,202407,1,1,3,31,,6,3,1565,2485,1575,1,7/1/2024
1001,2025,202409,5,1,4,33,,1,1,1661,4040,3882,1,7/1/2024
1002,2025,202408,1,4,4,14,,1,5,3664,3071,4711,1,7/1/2024
1003,2025,202408,5,1,3,32,,1,2,1756,2217,1282,1,7/1/2024
1004,2025,202408,3,4,1,31,,2,4,1225,1009,1039,1,7/1/2024
1005,2025,202407,3,8,2,4,,6,1,34101,32122,35729,1,7/1/2024
1006,2025,202409,2,2,2,35,,8,1,2955,1312,2447,1,7/1/2024
1007,2025,202407,2,4,3,18,,6,5,4899,3437,1890,1,7/1/2024
1008,2025,202408,4,7,3,40,,4,4,35707,21662,14446,1,7/1/2024
1009,2025,202409,1,4,1,4,,1,3,2685,4072,4418,1,7/1/2024
1010,2025,202408,4,4,2,28,,7,4,3666,3132,4580,1,7/1/2024
1011,2025,202407,4,4,1,10,,5,4,3520,1683,3924,1,7/1/2024
1012,2025,202409,3,2,1,27,,7,2,3716,2458,2667,1,7/1/2024
1013,2025,202409,3,3,3,20,,4,4,1378,4928,1342,1,7/1/2024
1014,2025,202407,2,8,2,40,,7,5,37962,16167,47289,1,7/1/2024
1015,2025,202407,2,6,2,36,,1,1,20634,34309,46899,1,7/1/2024
1016,2025,202407,4,8,1,11,,5,2,35345,49845,17814,1,7/1/2024
1017,2025,202407,3,7,3,29,,4,3,36042,33152,38290,1,7/1/2024
1018,2025,202407,5,6,4,3,,7,5,27935,31212,35264,1,7/1/2024
1019,2025,202409,4,3,1,17,,3,5,2664,1697,3530,1,7/1/2024
1020,2025,202407,2,5,4,6,,4,1,14743,39890,44999,1,7/1/2024
1021,2025,202407,4,3,3,31,,8,4,3492,3542,3101,1,7/1/2024
1022,2025,202407,1,5,4,10,,7,2,43797,20800,30658,1,7/1/2024
1023,2025,202407,4,8,1,2,,8,5,24770,14286,42446,1,7/1/2024
1024,2025,202409,1,1,2,21,,7,5,2756,1272,1548,1,7/1/2024
1025,2025,202408,5,3,1,19,,5,2,1760,2643,1605,1,7/1/2024
1026,2025,202409,5,3,4,15,,7,5,3669,4671,2219,1,7/1/2024
1027,2025,202407,1,7,4,21,,3,4,31534,41942,42349,1,7/1/2024
1028,2025,202409,3,6,4,2,,2,1,17397,23664,30173,1,7/1/2024
1029,2025,202408,3,1,1,23,,3,5,1917,3625,1752,1,7/1/2024
1030,2025,202409,4,8,2,8,,6,5,14601,14395,28800,1,7/1/2024
1031,2025,202407,1,2,3,18,,6,2,2902,3967,2360,1,7/1/2024
1032,2025,202408,1,5,2,22,,1,5,49757,49568,23598,1,7/1/2024
1033,2025,202407,5,6,3,22,,5,1,49495,32257,31466,1,7/1/2024
1034,2025,202409,2,2,1,36,,7,3,1565,4791,1529,1,7/1/2024
1035,2025,202408,1,1,3,16,,6,3,1192,3491,1622,1,7/1/2024
1036,2025,202408,5,3,3,4,,1,4,2487,2936,2317,1,7/1/2024
1037,2025,202407,2,4,3,40,,3,5,2867,2269,2711,1,7/1/2024
1038,2025,202408,5,5,4,37,,6,1,29421,30532,16476,1,7/1/2024
1039,2025,202408,2,5,2,18,,3,4,36251,44903,48158,1,7/1/2024
1040,2025,202409,3,6,2,3,,6,3,40582,31195,36802,1,7/1/2024
1041,2025,202409,2,4,1,15,,5,2,2181,4408,2500,1,7/1/2024
1042,2025,202407,4,6,1,37,,4,1,33895,24810,16834,1,7/1/2024
1043,2025,202407,1,6,1,40,,3,5,29580,12104,10306,1,7/1/2024
1044,2025,202408,1,8,4,5,,1,3,25897,44308,13085,1,7/1/2024
1045,2025,202407,2,2,3,29,,5,5,2664,1300,1610,1,7/1/2024
1046,2025,202409,5,2,1,8,,1,5,3048,4993,1575,1,7/1/2024
1047,2025,202408,1,3,1,14,,6,1,4839,3220,3683,1,7/1/2024
1048,2025,202408,4,5,1,18,,5,3,23785,17398,31332,1,7/1/2024
1049,2025,202409,2,5,4,12,,6,4,17819,26904,28908,1,7/1/2024
1050,2025,202408,2,1,3,16,,2,2,4802,4919,3465,1,7/1/2024
1051,2025,202408,3,8,3,21,,7,1,36041,20348,45570,1,7/1/2024
1052,2025,202407,5,3,3,19,,5,5,4690,2565,2865,1,7/1/2024
1053,2025,202408,2,4,1,31,,7,2,2641,1871,2510,1,7/1/2024
1054,2025,202408,4,3,1,13,,3,2,1727,3833,3686,1,7/1/2024
1055,2025,202409,4,6,4,35,,7,1,19561,37445,45358,1,7/1/2024
1056,2025,202408,1,1,1,27,,2,5,1733,4991,1427,1,7/1/2024
1057,2025,202409,1,6,3,9,,2,3,37895,47540,24411,1,7/1/2024
1058,2025,202407,5,4,2,4,,7,1,3515,4929,3380,1,7/1/2024
1059,2025,202408,2,3,2,13,,8,1,1397,4076,3531,1,7/1/2024
1060,2025,202409,1,1,3,23,,1,4,3046,1815,3983,1,7/1/2024
1061,2025,202408,5,8,1,37,,3,3,19609,47802,49681,1,7/1/2024
1062,2025,202407,2,1,2,34,,2,5,2186,1807,1022,1,7/1/2024
1063,2025,202407,1,7,3,19,,4,3,39993,28909,36805,1,7/1/2024
